,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId,content_cleaned,rule_based_label,model_confidence
35314,gp:AOqpTOGY5fRe0ZQr3obSNxNOQswLEWCWxirmOalx_scXMeZba2agJe6rviY8zbfThFYkdR1OkTrScN5DqLpeTCI,Ben Martin,https://play-lh.googleusercontent.com/-bSFQx9QLMYM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmo8MepzC6uIU24IN1Atuit7wzSVQ/photo.jpg,"Been using the app for several years and never had an issue. Got a Samsung Galaxy S7 Tablet and now can't attach things to emails through files, have to go through Google Drive. Can someone advise??",3,1,2020.11.29.346182102.Release,2021-02-03 23:19:35,"Hello, Ben! We suggest that you follow the steps in this article: http://goo.gl/kWctv9 to see what may be happening. If the problem persists, we recommend that you post a topic in the Gmail Forum to get help from our experts: https://goo.gle/3586PHb. We hope we helped.",2021-02-04 00:04:06,newest,com.google.android.gm,been using the app for several years and never had an issue got a samsung galaxy s7 tablet and now cant attach things to emails through files have to go through google drive can someone advise,LOGIN_BUG,0.3350150460956771
94511,gp:AOqpTOFN5Osuq-RTwmp0OtBOItsoyG5TDUxg0BKDTpZShYvA238tK4f-1zFM_tkLFrCMC-Hrn1nxwJfYo-G6eqs,jordan hibbert,https://play-lh.googleusercontent.com/a-/AOh14Gj3-sDYK8p3NIn17IFPuq9VlC4DZAI6uNcKklj-OQ,Disappointed with the accuracy of the portait finder thing. pretty poo. only reason i downloaded tbh . cant give 1 star coz i guess its a good app if youre into art,3,1,6.5.13,2018-12-28 19:24:58,,,newest,com.google.android.apps.cultural,disappointed with the accuracy of the portait finder thing pretty poo only reason i downloaded tbh  cant give 1 star coz i guess its a good app if youre into art,UI_BUG,0.33546602602851383
94248,gp:AOqpTOFN5Osuq-RTwmp0OtBOItsoyG5TDUxg0BKDTpZShYvA238tK4f-1zFM_tkLFrCMC-Hrn1nxwJfYo-G6eqs,jordan hibbert,https://play-lh.googleusercontent.com/a-/AOh14Gj3-sDYK8p3NIn17IFPuq9VlC4DZAI6uNcKklj-OQ,Disappointed with the accuracy of the portait finder thing. pretty poo. only reason i downloaded tbh . cant give 1 star coz i guess its a good app if youre into art,3,1,6.5.13,2018-12-28 19:24:58,,,most_relevant,com.google.android.apps.cultural,disappointed with the accuracy of the portait finder thing pretty poo only reason i downloaded tbh  cant give 1 star coz i guess its a good app if youre into art,UI_BUG,0.33546602602851383
16492,gp:AOqpTOEwvmr1ftQ653hEA3mR5TbcOTNSDNnoycbIa-M-TBpjRjllTDN0uurbL7amrkFueZqgeweTTa9AaIKq9H0,Lauren Hare,https://play-lh.googleusercontent.com/a-/AOh14GhN8srabeMic__Zd9OPbq1M_q4-vlpNAsPyQiD6dA,"As stated by others, losing data. For some odd reason when I email the document to my accounting they get all different info than I'm seeing. And no matter which way I try to fix it all the data I'm lookingnat is not the same data that gets received on the other end. I've had to save it as a pdf in Google drive and forward it that way. It's become very aggrivating",2,25,1.21.022.03.32,2021-02-02 17:46:38,,,most_relevant,com.google.android.apps.docs.editors.sheets,as stated by others losing data for some odd reason when i email the document to my accounting they get all different info than im seeing and no matter which way i try to fix it all the data im lookingnat is not the same data that gets received on the other end ive had to save it as a pdf in google drive and forward it that way its become very aggrivating,LOGIN_BUG,0.3356381903631831
16594,gp:AOqpTOEwvmr1ftQ653hEA3mR5TbcOTNSDNnoycbIa-M-TBpjRjllTDN0uurbL7amrkFueZqgeweTTa9AaIKq9H0,Lauren Hare,https://play-lh.googleusercontent.com/a-/AOh14GhN8srabeMic__Zd9OPbq1M_q4-vlpNAsPyQiD6dA,"As stated by others, losing data. For some odd reason when I email the document to my accounting they get all different info than I'm seeing. And no matter which way I try to fix it all the data I'm lookingnat is not the same data that gets received on the other end. I've had to save it as a pdf in Google drive and forward it that way. It's become very aggrivating",2,25,1.21.022.03.32,2021-02-02 17:46:38,,,newest,com.google.android.apps.docs.editors.sheets,as stated by others losing data for some odd reason when i email the document to my accounting they get all different info than im seeing and no matter which way i try to fix it all the data im lookingnat is not the same data that gets received on the other end ive had to save it as a pdf in google drive and forward it that way its become very aggrivating,LOGIN_BUG,0.3356381903631831
36255,gp:AOqpTOH_KyCAP-xsjX6mygRuHKtRuZ0ZgKKooGzCNJGv7q9-xap37-nW8uY5Dsbdx8n-74GNknOqDlfIzj9M4Q,Stephanie Sy,https://play-lh.googleusercontent.com/-qmL-c9f6WZA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl1SqzMMdz6ecqExyyC0Fz3EBp17g/photo.jpg,"This note-taking app barely has any functions. If you search for a keyword it will show you the notes containing the keyword, but it won't highlight where the specific keyword appears in the note and that's really inconvenient. You can't change the font's color or size or make it bold either. And when I open Google Keep on the browser with the same account it doesn't show me the notes I've saved on my phonr even though I already synched them. Basically useless app",2,14,5.20.511.03.40,2021-01-17 03:58:58,,,newest,com.google.android.keep,this notetaking app barely has any functions if you search for a keyword it will show you the notes containing the keyword but it wont highlight where the specific keyword appears in the note and thats really inconvenient you cant change the fonts color or size or make it bold either and when i open google keep on the browser with the same account it doesnt show me the notes ive saved on my phonr even though i already synched them basically useless app,LOGIN_BUG,0.3358412246004615
36089,gp:AOqpTOH_KyCAP-xsjX6mygRuHKtRuZ0ZgKKooGzCNJGv7q9-xap37-nW8uY5Dsbdx8n-74GNknOqDlfIzj9M4Q,Stephanie Sy,https://play-lh.googleusercontent.com/-qmL-c9f6WZA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl1SqzMMdz6ecqExyyC0Fz3EBp17g/photo.jpg,"This note-taking app barely has any functions. If you search for a keyword it will show you the notes containing the keyword, but it won't highlight where the specific keyword appears in the note and that's really inconvenient. You can't change the font's color or size or make it bold either. And when I open Google Keep on the browser with the same account it doesn't show me the notes I've saved on my phonr even though I already synched them. Basically useless app",2,14,5.20.511.03.40,2021-01-17 03:58:58,,,most_relevant,com.google.android.keep,this notetaking app barely has any functions if you search for a keyword it will show you the notes containing the keyword but it wont highlight where the specific keyword appears in the note and thats really inconvenient you cant change the fonts color or size or make it bold either and when i open google keep on the browser with the same account it doesnt show me the notes ive saved on my phonr even though i already synched them basically useless app,LOGIN_BUG,0.3358412246004615
35973,gp:AOqpTOFVx4f1jB2wNnjug9GZugpeT5Oj8P389oAGTfq6NvOvEhmhvJdBLTy980FyETjWTuTg3-kZeIcVaMkw0g,ø ø,https://play-lh.googleusercontent.com/a-/AOh14GgE4xkvmpLTicfuY5FpR5zKSF1jMKduRv4pAEA4TzQ,it won't sync my notes I made on another phone to this one. i used the same email and it usually does but i refreshed it like 20 times. I wouldnt be so irritated but the other phone is broken at the moment and I really needed my lists for shopping that I had already made so I wont forget stuff..,1,8,5.20.491.01.40,2020-12-16 03:41:51,,,most_relevant,com.google.android.keep,it wont sync my notes i made on another phone to this one i used the same email and it usually does but i refreshed it like 20 times i wouldnt be so irritated but the other phone is broken at the moment and i really needed my lists for shopping that i had already made so i wont forget stuff,LOGIN_BUG,0.33827658354060325
47921,gp:AOqpTOH94bGQLTiHG_FfeuSQEwN75_RfIbb2vb4-vVMdCwUU3YHAPIOjBSNtdSgc_jrMwzGLaX-6vMPjwJATLQ,Candace B-White,https://play-lh.googleusercontent.com/a-/AOh14GhE4GuYO_HXfmFk6iZ7eMcjVz5yzSUtc7rT1G_x5Q,"My experience has been terrible. If you change your Wi-Fi password, its similar to an act of congress to reset it to your phone. Tooooo too many steps that don't work properly, or at all. In an age of tech, you would think it would be easy peasy, on the contrary its difficult with multiple app steps that do not coincide with each other. When it was just NEST without Google it was simple.",1,120,2.32.1.5,2021-01-28 00:50:01,"Hi, Candace. Thanks for posting. We'll take this as feedback and don't hesitate to contact our team if you'll ever need help: https://bit.ly/37kTIVI",2021-01-28 01:09:15,most_relevant,com.google.android.apps.chromecast.app,my experience has been terrible if you change your wifi password its similar to an act of congress to reset it to your phone tooooo too many steps that dont work properly or at all in an age of tech you would think it would be easy peasy on the contrary its difficult with multiple app steps that do not coincide with each other when it was just nest without google it was simple,LOGIN_BUG,0.33901940457239
80857,gp:AOqpTOErZ0YAUf5gfDvcANJDPAbAqgvn_BDWkMY9RMa7GSqKLaK2DGGjTMbihNNSbFMjxbPxA4lxwSr6DocSzQ,Sanket Prasad,https://play-lh.googleusercontent.com/a-/AOh14Giyx5jf4GtR2roi68jrnvXmbrn7JUVuOXEcwZrfDPg,"If only you could provide a feature that allows to hide photos and videos with a password and like other gallery apps the photos and videos don't show up in the file manager, this would be the only app many people would always prefer.",3,5,1.0.3.268640096 release,2019-09-29 16:02:15,,,most_relevant,com.google.android.apps.photosgo,if only you could provide a feature that allows to hide photos and videos with a password and like other gallery apps the photos and videos dont show up in the file manager this would be the only app many people would always prefer,LOGIN_BUG,0.3421909231951154
73375,gp:AOqpTOHTmVulQYPsOJzBTf6heqyxqVQvUBQTypDbESQbSwmeXGv8wXwkl9dGFNBZdFPWLgOJOsq71wr4MK7IqPM,Benny Z,https://play-lh.googleusercontent.com/a-/AOh14GguWiV5YKhiWQv3y1Kxfa4pEdVDv1BJpsiPZJcQIw,"The alerts are good, when my daughter tries to add an app. What is not good, is that I can't add HP Print for Chrome from the chrome web store because ""this type of account can't currently install extensions from the webstore."" She has to log off on the Chromebook and then I have to log in on the same Chromebook so that she can print. i know, I know its a first world problem...but please fix. thanks",2,2,,2019-01-15 02:29:41,,,most_relevant,com.google.android.apps.kids.familylinkhelper,the alerts are good when my daughter tries to add an app what is not good is that i cant add hp print for chrome from the chrome web store because this type of account cant currently install extensions from the webstore she has to log off on the chromebook and then i have to log in on the same chromebook so that she can print i know i know its a first world problembut please fix thanks,LOGIN_BUG,0.3432006050049234
47966,gp:AOqpTOFepOuqhUK3S8FiTKyja5rPrF08UBtfqQuGPbW0Ubu1e374rOf5TyhBCNw_VhGRJdw-CSNkqJkE_UhUgA,Jack Isherwood,https://play-lh.googleusercontent.com/-TouwtAUT2qQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnBnlkURqLMRbaQtIJtMYC4YRJMQQ/photo.jpg,"We have just got a new WiFi password and trying to connect to our Google nest minis is impossible. I've tried unplugging the device, uninstalled the app and installed again, and for some reason this app will not communicate with our Google nest with our new WiFi! Very frustrating indeed! Get it sorted out Google, before I switch to your pal alexa!",1,12,2.32.1.5,2021-01-13 15:59:12,,,most_relevant,com.google.android.apps.chromecast.app,we have just got a new wifi password and trying to connect to our google nest minis is impossible ive tried unplugging the device uninstalled the app and installed again and for some reason this app will not communicate with our google nest with our new wifi very frustrating indeed get it sorted out google before i switch to your pal alexa,LOGIN_BUG,0.34735532493016363
81556,gp:AOqpTOHGg8dSZysfGdRgH5bH4xpr-WIEI8pzeTQdXlihYyaLVeBM_8kVcfI7wAY7MYcX5orlWmMpmOVshb5YHBY,KOSI FASHIONIT,https://play-lh.googleusercontent.com/a-/AOh14Gh3-u-xL0ts7zzlVU2jexKFbak75lplJYUV3rNhl7A,"One star because the key noted number or word is 1 or one. The GoogleDrive was something special to me being that i was a (C) drive best top shelf desired word starting with (C) that i am first and only in line to benefit on my private never shared device is ""Cash"" second ""Metropcs"" for the (C) train contributions at Rockaway aveThe google1 account was always unreleased and known to be a service to the U.S. president, The duplicating storage app proposal was a huge error from MetroTmobile. 200G",1,11,1.79.339194938,2021-01-13 04:50:45,,,most_relevant,com.google.android.apps.subscriptions.red,one star because the key noted number or word is 1 or one the googledrive was something special to me being that i was a c drive best top shelf desired word starting with c that i am first and only in line to benefit on my private never shared device is cash second metropcs for the c train contributions at rockaway avethe google1 account was always unreleased and known to be a service to the us president the duplicating storage app proposal was a huge error from metrotmobile 200g,LOGIN_BUG,0.34846551118330443
